brand,model,year,mileage,fuelType,transmission,condition,location,price
Toyota,Corolla,2019,86124,Petrol,Automatic,used,Cairo,982416.54
Honda,Accord,2011,286396,Petrol,Manual,very_used,Ismailia,664827.98
MG,ZS,2016,73074,Petrol,Automatic,used,Cairo,862365.81
Audi,A4,2017,183103,Petrol,Automatic,used,Alexandria,2214973.73
Chevrolet,Captiva,2006,300000,Petrol,Manual,used,Cairo,369013.07
BMW,X3,2001,300000,Petrol,Automatic,new,Qalyubia,1120501.65
Nissan,Sunny,2018,115210,Petrol,Automatic,used,Giza,472396.19
Toyota,Fortuner,1997,300000,Diesel,Automatic,very_used,Cairo,469857.07
Nissan,X-Trail,2005,300000,Petrol,Automatic,very_used,Aswan,409847.27
Nissan,Sunny,2007,295000,Petrol,Manual,very_used,Gharbia,148818.66
Toyota,Yaris,2017,103494,Petrol,Manual,very_used,Cairo,591563.76
Kia,Rio,2009,265482,Petrol,Automatic,used,Alexandria,276571.68
Chevrolet,Aveo,2016,128440,Petrol,Automatic,very_used,Cairo,272444.11
Nissan,Qashqai,2012,235714,Petrol,Manual,used,Qalyubia,639388.14
Toyota,Camry,2009,181958,Petrol,Automatic,very_used,Gharbia,728523.32
Hyundai,Elantra AD,2017,161707,Petrol,Automatic,very_used,Alexandria,485960.28
Audi,A3,2006,277440,Petrol,Automatic,very_used,Giza,679334.84
Kia,Cerato,2020,135928,Petrol,Automatic,very_used,Aswan,624511.27
Toyota,Corolla,2011,201707,Petrol,Automatic,used,Cairo,520467.55
Skoda,Octavia,2009,171603,Petrol,Automatic,very_used,Alexandria,488799.46
Hyundai,Accent RB,2004,300000,Petrol,Manual,very_used,Alexandria,141413.62
MG,MG 5,2015,149918,Petrol,Automatic,very_used,Sharqia,396636.7
Skoda,Kamiq,2023,40505,Petrol,Automatic,new,Dakahlia,1842473.07
Kia,Rio,2009,243694,Petrol,Automatic,very_used,Giza,241056.61
Hyundai,Tucson,2005,300000,Petrol,Manual,used,Gharbia,427685.58
Hyundai,Tucson,2018,91738,Petrol,Automatic,used,Alexandria,1285796.09
Audi,Q3,2006,300000,Petrol,Automatic,used,Qalyubia,1034435.34
MG,ZS,2000,300000,Diesel,Automatic,very_used,Giza,199006.51
Kia,Sportage,2017,98322,Petrol,Automatic,very_used,Cairo,1066499.05
Hyundai,Tucson,1997,300000,Hybrid,Manual,very_used,Alexandria,262563.78
Honda,CR-V,2014,261346,Petrol,Automatic,used,Qalyubia,1125472.59
Toyota,Camry,2018,93975,Petrol,Manual,used,Cairo,1573281.09
Kia,Cerato,2014,176878,Hybrid,Automatic,very_used,Cairo,480258.6
Kia,Rio,2019,77209,Petrol,Automatic,used,Cairo,669901.02
Nissan,Qashqai,2007,300000,Petrol,Manual,very_used,Cairo,353412.42
BMW,520i,2007,300000,Hybrid,Automatic,very_used,Assiut,1122870.72
Kia,Sportage,2006,300000,Petrol,Manual,very_used,Qalyubia,385900.08
Nissan,Qashqai,2009,257635,Petrol,Manual,very_used,Assiut,416954.91
Toyota,Camry,2003,300000,Petrol,Manual,used,Sharqia,497203.56
Toyota,Camry,2003,300000,Petrol,Automatic,very_used,Cairo,471321.64
MG,ZS,2014,216379,Diesel,Manual,used,Cairo,566090.82
BMW,X3,2018,102065,Petrol,Automatic,very_used,Alexandria,3050981.02
Toyota,Corolla,2016,153134,Petrol,Automatic,very_used,Cairo,605194.31
Chevrolet,Aveo,2002,300000,Petrol,Automatic,very_used,Ismailia,95720.2
Chevrolet,Captiva,2011,206098,Diesel,Automatic,new,Dakahlia,618081.92
Hyundai,Tucson,2014,223151,Petrol,Automatic,used,Cairo,844195.94
Nissan,Sunny,2015,167899,Diesel,Automatic,used,Giza,368027.87
Honda,Accord,2006,300000,Petrol,Automatic,used,Cairo,613533.0
Nissan,X-Trail,2020,82106,Petrol,Manual,new,Cairo,1711388.12
Nissan,X-Trail,2000,300000,Petrol,Manual,used,Cairo,375406.38
Hyundai,Tucson,2015,130083,Diesel,Manual,used,Cairo,989456.96
Chevrolet,Captiva,2007,300000,Petrol,Automatic,used,Cairo,394482.12
MG,MG 5,2022,42836,Petrol,Automatic,used,Cairo,864754.4
Chevrolet,Aveo,2018,87578,Petrol,Automatic,very_used,Alexandria,344086.99
Mercedes,GLC 200,2007,300000,Petrol,Automatic,used,Sharqia,1768605.71
BMW,X1,2018,141008,Petrol,Automatic,used,Sharqia,2200093.72
MG,ZS,2007,288122,Petrol,Manual,used,Qalyubia,332061.33
Kia,Sportage,2015,147972,Petrol,Automatic,used,Luxor,988422.15
Toyota,Corolla,2001,300000,Petrol,Manual,used,Cairo,243766.75
Nissan,Sunny,2011,281497,Hybrid,Manual,used,Cairo,270192.92
MG,MG 5,2015,153928,Diesel,Automatic,very_used,Dakahlia,397802.06
Chevrolet,Captiva,2020,87920,Petrol,Manual,used,Sharqia,1121417.99
Hyundai,Elantra AD,2007,300000,Petrol,Manual,used,Luxor,249856.45
Chevrolet,Captiva,2015,225700,Petrol,Manual,used,Qalyubia,657781.88
Nissan,Qashqai,2011,185017,Petrol,Automatic,very_used,Cairo,574066.85
BMW,520i,2016,184518,Petrol,Automatic,used,Dakahlia,2631474.56
Honda,Civic,2007,300000,Hybrid,Manual,very_used,Qalyubia,363587.16
Nissan,Qashqai,2012,179672,Hybrid,Automatic,very_used,Cairo,667842.83
MG,MG 5,2005,300000,Petrol,Automatic,very_used,Giza,192201.38
Toyota,Corolla,2020,68771,Petrol,Automatic,very_used,Cairo,876174.18
Nissan,Qashqai,2019,79742,Petrol,Automatic,used,Alexandria,1158549.31
Hyundai,Accent RB,2016,134075,Petrol,Automatic,very_used,Cairo,358185.59
Chevrolet,Captiva,2022,57913,Petrol,Automatic,used,Giza,1336096.06
Hyundai,Tucson,2010,300000,Petrol,Manual,used,Cairo,565819.2
Chevrolet,Optra,2013,250922,Petrol,Automatic,very_used,Alexandria,222805.78
Nissan,Qashqai,2018,155921,Petrol,Automatic,used,Alexandria,1037061.33
Kia,Sportage,2021,68359,Petrol,Automatic,very_used,Alexandria,1343459.01
MG,RX5,2015,150916,Petrol,Automatic,used,Cairo,857458.29
MG,ZS,2022,80865,Petrol,Automatic,used,Cairo,1081441.21
Hyundai,Tucson,1997,300000,Petrol,Manual,used,Dakahlia,281739.24
Hyundai,Tucson,2015,231539,Petrol,Automatic,very_used,Cairo,754531.05
Mercedes,C180,2015,227543,Petrol,Automatic,used,Cairo,1786922.9
Hyundai,Accent RB,2020,110717,Petrol,Automatic,used,Sharqia,510985.58
BMW,320i,2023,41639,Petrol,Automatic,new,Cairo,3355726.49
Toyota,Corolla,2009,246270,Petrol,Automatic,used,Gharbia,401055.23
Chevrolet,Captiva,2010,268977,Petrol,Automatic,very_used,Dakahlia,420359.54
MG,MG 5,2013,203849,Petrol,Automatic,very_used,Alexandria,322815.47
Skoda,Kamiq,2004,300000,Petrol,Automatic,very_used,Gharbia,311125.83
Kia,Cerato,2016,167999,Petrol,Automatic,very_used,Alexandria,492634.78
MG,RX5,2014,226427,Petrol,Manual,used,Giza,724641.41
Kia,Rio,2014,191978,Petrol,Manual,used,Cairo,390176.2
Kia,Sportage,2019,119346,Petrol,Automatic,very_used,Monufia,1060870.45
Chevrolet,Optra,2018,67522,Petrol,Manual,used,Cairo,448869.95
BMW,X1,2003,300000,Petrol,Automatic,very_used,Cairo,663639.65
Hyundai,Elantra AD,2001,300000,Petrol,Automatic,very_used,Gharbia,173579.75
MG,RX5,2017,158651,Petrol,Automatic,very_used,Cairo,777095.43
Hyundai,Elantra AD,2016,174529,Petrol,Automatic,very_used,Dakahlia,486454.99
BMW,520i,2020,72047,Diesel,Automatic,used,Ismailia,3657707.64
Toyota,Fortuner,2014,150116,Petrol,Manual,very_used,Sharqia,1263056.41
BMW,X1,2012,144995,Diesel,Automatic,very_used,Aswan,1336130.22
Nissan,X-Trail,2019,86451,Petrol,Manual,used,Giza,1537822.09
Skoda,Kamiq,2020,76636,Petrol,Automatic,very_used,Giza,1152665.14
Skoda,Kodiaq,2016,180011,Petrol,Manual,very_used,Gharbia,1056369.51
Skoda,Kamiq,2022,47863,Hybrid,Manual,very_used,Alexandria,1358301.56
Skoda,Octavia,1999,300000,Petrol,Manual,very_used,Giza,222984.26
Nissan,Qashqai,2007,300000,Petrol,Manual,very_used,Cairo,353362.23
Chevrolet,Captiva,2003,300000,Diesel,Manual,used,Alexandria,311068.11
MG,ZS,2019,94896,Petrol,Manual,used,Giza,888295.73
Chevrolet,Aveo,2014,195011,Petrol,Automatic,used,Alexandria,277626.82
Honda,Accord,2022,57591,Petrol,Automatic,used,Cairo,2128342.51
Hyundai,Accent RB,2006,300000,Petrol,Manual,very_used,Sharqia,148878.66
Honda,Civic,2018,116230,Petrol,Automatic,very_used,Cairo,901282.61
Nissan,X-Trail,2018,136291,Diesel,Automatic,very_used,Qalyubia,1153286.15
Hyundai,Tucson,2007,250755,Petrol,Automatic,very_used,Cairo,463283.81
Honda,Civic,2000,300000,Petrol,Automatic,very_used,Assiut,236955.92
Hyundai,Accent RB,2014,183635,Petrol,Automatic,used,Cairo,363415.74
Toyota,Yaris,2018,109047,Petrol,Automatic,used,Sharqia,716662.91
Kia,Sportage,2012,233616,Petrol,Manual,very_used,Gharbia,605755.96
MG,MG 5,2011,247334,Petrol,Automatic,very_used,Qalyubia,292867.48
Nissan,Qashqai,2015,141855,Diesel,Manual,very_used,Cairo,729410.91
BMW,X1,2011,298526,Petrol,Automatic,used,Cairo,1152858.61
MG,ZS,2011,300000,Petrol,Manual,very_used,Cairo,352971.66
Kia,Rio,2005,300000,Petrol,Automatic,used,Alexandria,198783.61
Hyundai,Accent RB,2005,300000,Diesel,Manual,very_used,Cairo,148242.78
Hyundai,Accent RB,2008,300000,Petrol,Automatic,very_used,Cairo,184418.15
Skoda,Octavia,2013,189726,Petrol,Automatic,very_used,Dakahlia,584702.69
BMW,520i,2018,57188,Petrol,Manual,used,Cairo,3346758.32
Toyota,Fortuner,2012,300000,Diesel,Automatic,used,Cairo,1184928.78
Hyundai,Elantra AD,2005,241322,Petrol,Manual,very_used,Cairo,244595.17
Honda,Accord,2021,79941,Petrol,Automatic,used,Cairo,1876083.39
Toyota,Camry,2009,227196,Petrol,Automatic,very_used,Gharbia,722006.23
Chevrolet,Captiva,2006,220892,Petrol,Automatic,used,Giza,439152.3
Honda,Civic,2003,223677,Petrol,Manual,used,Cairo,383283.18
Nissan,Sunny,2013,173546,Petrol,Manual,used,Cairo,321959.98
Kia,Cerato,2008,257516,Petrol,Manual,very_used,Gharbia,266601.2
Hyundai,Accent RB,2018,171394,Diesel,Manual,very_used,Giza,371008.92
BMW,X3,2019,61938,Diesel,Automatic,used,Giza,4154082.61
Toyota,Camry,2016,129581,Petrol,Automatic,very_used,Giza,1150272.68
Kia,Rio,2016,154288,Petrol,Automatic,new,Cairo,570026.95
Nissan,X-Trail,2007,300000,Petrol,Automatic,used,Cairo,586788.31
Nissan,Sunny,2017,125489,Petrol,Manual,used,Alexandria,439725.86
Skoda,Kamiq,2019,111888,Petrol,Automatic,used,Giza,1229310.26
Honda,Accord,2019,108237,Petrol,Automatic,used,Cairo,1663788.91
Kia,Rio,2011,246800,Petrol,Automatic,used,Gharbia,314987.14
Toyota,Corolla,2011,300000,Diesel,Automatic,used,Sharqia,431659.77
Hyundai,Elantra AD,2019,92495,Diesel,Automatic,used,Ismailia,733099.75
Hyundai,Tucson,2016,162453,Petrol,Manual,used,Sharqia,976352.58
MG,MG 5,2021,56886,Petrol,Automatic,used,Dakahlia,788385.96
Kia,Rio,2014,152587,Petrol,Manual,used,Alexandria,427736.9
Chevrolet,Optra,2010,179159,Petrol,Automatic,very_used,Cairo,216499.37
MG,RX5,2002,300000,Petrol,Manual,used,Cairo,321749.45
BMW,X3,2005,232242,Petrol,Automatic,very_used,Monufia,1167636.18
Chevrolet,Captiva,2012,223720,Diesel,Automatic,used,Giza,592347.66
Toyota,Fortuner,2015,169104,Petrol,Manual,used,Alexandria,1567591.46
Chevrolet,Captiva,2018,116343,Petrol,Manual,used,Ismailia,937737.75
Skoda,Kamiq,2012,251179,Petrol,Automatic,used,Ismailia,666619.12
Skoda,Kodiaq,2008,291912,Petrol,Manual,used,Cairo,725096.34
MG,ZS,2007,262441,Petrol,Automatic,very_used,Assiut,297360.57
Chevrolet,Aveo,2011,284615,Petrol,Automatic,used,Monufia,179831.97
MG,RX5,1998,300000,Petrol,Manual,used,Cairo,262291.5
Toyota,Fortuner,2023,34639,Hybrid,Automatic,new,Giza,3665586.65
Skoda,Kodiaq,2009,300000,Petrol,Manual,very_used,Qalyubia,602687.38
Hyundai,Accent RB,2014,146186,Diesel,Automatic,very_used,Cairo,327330.42
Honda,Accord,2017,127401,Petrol,Automatic,very_used,Dakahlia,1153843.77
MG,MG 5,2002,300000,Petrol,Automatic,very_used,Gharbia,153851.3
Honda,Civic,2003,300000,Petrol,Automatic,very_used,Suez,305098.29
Kia,Sportage,2021,46349,Hybrid,Automatic,used,Qalyubia,1742441.42
MG,MG 5,2014,158215,Petrol,Automatic,used,Qalyubia,475236.67
Kia,Sportage,2017,154505,Petrol,Manual,very_used,Giza,973766.32
Kia,Rio,2017,131737,Petrol,Automatic,very_used,Sharqia,440483.38
MG,RX5,2018,130374,Petrol,Automatic,used,Sharqia,1026376.8
Nissan,Qashqai,2016,150663,Petrol,Automatic,very_used,Sharqia,736852.2
Nissan,Sunny,2012,196470,Hybrid,Manual,used,Gharbia,324498.75
Kia,Sportage,2005,300000,Petrol,Automatic,very_used,Cairo,383835.32
Hyundai,Accent RB,2015,138319,Petrol,Automatic,very_used,Giza,354087.06
Hyundai,Accent RB,2018,145828,Petrol,Automatic,used,Qalyubia,451236.76
Skoda,Kamiq,2007,300000,Petrol,Manual,very_used,Cairo,381010.58
Toyota,Camry,2018,127394,Petrol,Automatic,very_used,Cairo,1334435.4
Hyundai,Accent RB,2019,133257,Petrol,Manual,used,Aswan,483785.09
Kia,Sportage,2015,140516,Petrol,Automatic,used,Alexandria,1077951.37
Nissan,Sunny,2017,134292,Petrol,Manual,very_used,Giza,356536.3
Mercedes,E200,2016,197571,Diesel,Automatic,very_used,Giza,2880188.78
Honda,CR-V,2017,109898,Petrol,Automatic,very_used,Dakahlia,1541197.8
Nissan,Qashqai,2004,300000,Petrol,Manual,very_used,Alexandria,293767.63
MG,MG 5,2023,20062,Diesel,Automatic,new,Dakahlia,1049672.63
Kia,Rio,2008,300000,Petrol,Manual,very_used,Monufia,202303.83
Toyota,Corolla,2022,66620,Petrol,Automatic,used,Suez,1160271.31
MG,MG 5,2011,244755,Petrol,Automatic,very_used,Suez,281584.13
Kia,Sportage,2014,152583,Petrol,Manual,very_used,Giza,849008.96
Skoda,Kamiq,2014,156343,Petrol,Automatic,very_used,Cairo,742109.52
Skoda,Kodiaq,2002,298981,Petrol,Manual,used,Cairo,499873.89
Mercedes,E200,2017,145812,Petrol,Automatic,very_used,Sharqia,3198322.48
Toyota,Corolla,2006,244698,Petrol,Automatic,used,Giza,362391.29
Kia,Cerato,2007,300000,Petrol,Manual,used,Cairo,302447.55
Audi,A3,2020,23791,Petrol,Automatic,used,Assiut,2369722.84
Skoda,Octavia,2015,144182,Petrol,Automatic,very_used,Giza,702091.03
Toyota,Fortuner,2004,300000,Petrol,Manual,used,Monufia,714552.72
Toyota,Yaris,2014,198138,Petrol,Automatic,very_used,Cairo,469498.96
Skoda,Kamiq,2011,235634,Diesel,Manual,used,Giza,644648.84
Kia,Sportage,2013,194603,Petrol,Automatic,very_used,Giza,716699.24
Kia,Cerato,2009,294261,Petrol,Automatic,very_used,Gharbia,282977.43
Hyundai,Tucson,2017,154385,Petrol,Manual,very_used,Giza,891161.12
Kia,Sportage,2014,179529,Petrol,Manual,used,Alexandria,903642.73
Honda,Accord,2019,97482,Petrol,Manual,used,Cairo,1700117.34
Kia,Cerato,2014,224675,Petrol,Manual,used,Giza,461637.97
MG,RX5,2021,55063,Petrol,Manual,used,Cairo,1307000.85
Nissan,Sunny,2006,300000,Diesel,Automatic,new,Qalyubia,193179.89
Hyundai,Elantra AD,2009,300000,Petrol,Manual,very_used,Dakahlia,252024.52
Hyundai,Accent RB,2012,153969,Petrol,Manual,very_used,Giza,263759.78
MG,ZS,2002,300000,Petrol,Automatic,very_used,Alexandria,226325.27
MG,ZS,2011,208255,Petrol,Manual,used,Assiut,468926.84
Mercedes,C180,2022,84460,Petrol,Automatic,used,Gharbia,3214874.92
Honda,Civic,2015,138132,Petrol,Automatic,very_used,Giza,749255.58
Kia,Rio,2021,86788,Petrol,Automatic,used,Giza,722083.33
Nissan,X-Trail,2012,272216,Petrol,Manual,very_used,Sharqia,635494.74
Chevrolet,Aveo,2015,154392,Petrol,Manual,used,Giza,285923.17
Hyundai,Elantra AD,2018,119946,Diesel,Manual,used,Alexandria,661903.17
Hyundai,Accent RB,2016,199191,Petrol,Manual,used,Alexandria,377267.76
Chevrolet,Captiva,2014,257074,Petrol,Manual,very_used,Ismailia,470205.15
Kia,Sportage,2006,300000,Petrol,Manual,used,Cairo,498407.91
MG,RX5,2018,96245,Hybrid,Manual,very_used,Giza,934644.88
Hyundai,Elantra AD,2020,67782,Diesel,Manual,used,Giza,792911.82
Kia,Sportage,2020,69942,Petrol,Automatic,used,Suez,1570949.74
Mercedes,C180,2019,92263,Petrol,Automatic,used,Sharqia,2662853.5
MG,RX5,2002,300000,Petrol,Automatic,used,Giza,349240.62
Hyundai,Elantra AD,2012,276872,Petrol,Automatic,very_used,Cairo,333561.44
Honda,Accord,2017,108170,Petrol,Automatic,used,Cairo,1516155.12
BMW,X1,2013,255366,Petrol,Automatic,used,Gharbia,1361875.61
Toyota,Yaris,2025,7125,Diesel,Automatic,used,Ismailia,1204024.51
Toyota,Fortuner,2003,226769,Petrol,Automatic,used,Cairo,822861.01
Hyundai,Accent RB,2018,105527,Petrol,Automatic,very_used,Qalyubia,428922.75
Kia,Sportage,2003,300000,Petrol,Automatic,very_used,Suez,356782.91
Toyota,Corolla,2006,300000,Diesel,Manual,very_used,Giza,273105.57
Chevrolet,Optra,2022,64433,Hybrid,Automatic,used,Cairo,640179.43
Hyundai,Elantra AD,2013,250486,Petrol,Manual,used,Cairo,417734.75
Nissan,X-Trail,1999,300000,Petrol,Manual,very_used,Giza,304199.73
Chevrolet,Aveo,2011,260093,Petrol,Automatic,used,Assiut,193085.08
MG,MG 5,2020,87458,Petrol,Automatic,new,Cairo,803903.54
Toyota,Camry,2016,174566,Petrol,Automatic,used,Cairo,1296910.04
Honda,CR-V,2010,228970,Hybrid,Automatic,used,Cairo,1086579.67
Nissan,X-Trail,2017,95588,Petrol,Automatic,used,Cairo,1411747.5
Skoda,Kodiaq,2011,253001,Petrol,Automatic,used,Alexandria,873909.25
Chevrolet,Captiva,1999,300000,Petrol,Automatic,used,Cairo,267407.48
Toyota,Camry,2008,300000,Petrol,Manual,used,Cairo,702833.53
Hyundai,Elantra AD,2020,30611,Hybrid,Manual,used,Dakahlia,871121.94
Hyundai,Accent RB,2023,5465,Petrol,Automatic,new,Alexandria,797935.21
Chevrolet,Aveo,2005,300000,Petrol,Automatic,very_used,Sharqia,109605.95
Toyota,Camry,2013,168876,Petrol,Automatic,used,Alexandria,1124187.34
Toyota,Fortuner,2017,130333,Petrol,Automatic,very_used,Dakahlia,1572501.86
Toyota,Corolla,2008,242665,Petrol,Manual,used,Gharbia,385162.68
Honda,Accord,2014,182088,Petrol,Automatic,very_used,Assiut,905542.95
Nissan,Qashqai,2012,244254,Petrol,Automatic,used,Aswan,622590.56
Kia,Sportage,2011,249803,Petrol,Automatic,used,Cairo,707870.27
Hyundai,Elantra AD,2019,100867,Petrol,Automatic,used,Cairo,783142.02
Toyota,Yaris,2018,106096,Hybrid,Automatic,used,Cairo,803239.6
Kia,Rio,2002,300000,Petrol,Manual,very_used,Suez,141605.96
Kia,Sportage,2018,126136,Hybrid,Automatic,used,Cairo,1378500.5
Toyota,Corolla,2013,191062,Petrol,Automatic,very_used,Giza,489084.44
Toyota,Fortuner,2017,165656,Petrol,Automatic,very_used,Dakahlia,1522421.48
Hyundai,Accent RB,2021,75294,Petrol,Manual,used,Dakahlia,588411.44
Honda,Civic,2019,102032,Petrol,Automatic,used,Cairo,1191135.72
Kia,Sportage,2002,161962,Petrol,Automatic,used,Qalyubia,537112.97
Chevrolet,Optra,2003,300000,Petrol,Automatic,used,Cairo,143366.38
Nissan,Sunny,2017,111840,Petrol,Automatic,very_used,Cairo,379050.24
MG,ZS,2017,153985,Petrol,Automatic,used,Alexandria,731373.03
Chevrolet,Optra,2010,199398,Petrol,Automatic,used,Alexandria,250684.9
Mercedes,E200,2012,235697,Petrol,Manual,very_used,Assiut,1953615.59
Hyundai,Tucson,2022,55236,Hybrid,Automatic,used,Cairo,1727962.31
MG,MG 5,2015,178871,Petrol,Automatic,very_used,Giza,410479.07
Toyota,Fortuner,2006,290946,Petrol,Automatic,new,Luxor,847339.95
Chevrolet,Optra,2020,134899,Petrol,Automatic,used,Monufia,443847.01
Nissan,Sunny,2004,300000,Petrol,Automatic,used,Cairo,170995.03
Honda,CR-V,2014,183852,Petrol,Automatic,used,Giza,1325189.94
Kia,Rio,2017,161121,Petrol,Automatic,very_used,Alexandria,439710.64
Nissan,X-Trail,2011,260524,Petrol,Manual,very_used,Giza,610059.35
Chevrolet,Captiva,2018,134202,Petrol,Manual,very_used,Alexandria,793678.32
BMW,320i,2018,96990,Diesel,Automatic,very_used,Alexandria,1824003.84
Nissan,Sunny,2022,46380,Petrol,Automatic,used,Dakahlia,622115.76
Hyundai,Tucson,2002,300000,Diesel,Automatic,very_used,Cairo,331630.91
Chevrolet,Aveo,2016,155466,Petrol,Automatic,used,Monufia,313597.22
Kia,Sportage,2024,6948,Petrol,Automatic,very_used,Cairo,1686270.72
Honda,Civic,2009,300000,Petrol,Automatic,very_used,Dakahlia,406860.46
Nissan,Qashqai,2018,108124,Diesel,Automatic,used,Cairo,1185500.45
Toyota,Corolla,2011,300000,Petrol,Manual,used,Alexandria,413055.1
Nissan,Qashqai,2024,3925,Petrol,Automatic,new,Monufia,1786846.0
Hyundai,Tucson,2013,154968,Petrol,Manual,used,Sharqia,804288.98
Kia,Cerato,2020,52342,Hybrid,Automatic,used,Monufia,940793.87
Chevrolet,Captiva,2022,57759,Petrol,Manual,used,Giza,1252765.48
Nissan,Qashqai,2016,108357,Petrol,Automatic,used,Cairo,958425.78
Honda,CR-V,2023,37175,Petrol,Automatic,new,Qalyubia,2870017.0
Kia,Sportage,2021,49199,Hybrid,Automatic,very_used,Cairo,1559112.47
Mercedes,E200,2006,300000,Petrol,Automatic,very_used,Sharqia,1321284.37
Mercedes,E200,2010,202107,Petrol,Automatic,very_used,Cairo,1912131.5
Nissan,Sunny,2014,234103,Petrol,Automatic,very_used,Alexandria,262064.87
Chevrolet,Optra,2011,300000,Petrol,Automatic,very_used,Alexandria,167599.99
Nissan,X-Trail,2007,300000,Petrol,Manual,very_used,Alexandria,459231.54
MG,RX5,2021,74962,Petrol,Automatic,used,Cairo,1297575.18
Nissan,Sunny,2003,300000,Petrol,Automatic,very_used,Monufia,124491.48
Chevrolet,Optra,2014,151512,Petrol,Automatic,very_used,Giza,278788.74
Kia,Rio,2005,300000,Petrol,Manual,used,Gharbia,207363.3
Hyundai,Accent RB,2019,138128,Petrol,Manual,very_used,Suez,417787.59
BMW,520i,1998,300000,Petrol,Automatic,used,Assiut,742775.5
Nissan,X-Trail,2000,300000,Petrol,Manual,used,Ismailia,365244.27
Hyundai,Tucson,2019,111099,Petrol,Manual,very_used,Alexandria,1067494.62
Chevrolet,Aveo,2020,72899,Petrol,Automatic,used,Dakahlia,445625.73
Hyundai,Elantra AD,2021,40792,Petrol,Manual,used,Cairo,880075.86
Mercedes,E200,2019,114017,Petrol,Automatic,used,Giza,4492849.67
BMW,320i,2024,5657,Petrol,Automatic,new,Cairo,3600791.41
Chevrolet,Aveo,2017,116080,Petrol,Automatic,used,Monufia,339361.72
Toyota,Fortuner,2019,79975,Petrol,Automatic,used,Ismailia,2430514.45
Hyundai,Elantra AD,1997,281135,Petrol,Manual,used,Giza,166794.82
Hyundai,Tucson,2015,187298,Petrol,Manual,very_used,Gharbia,710496.47
Hyundai,Accent RB,2009,251682,Diesel,Automatic,very_used,Sharqia,206232.49
Hyundai,Elantra AD,1996,300000,Petrol,Manual,used,Cairo,151443.6
Hyundai,Tucson,2008,276396,Petrol,Automatic,very_used,Giza,474637.69
Kia,Sportage,2019,73459,Petrol,Automatic,used,Gharbia,1373699.86
BMW,X1,1999,300000,Petrol,Manual,used,Gharbia,620627.29
Nissan,X-Trail,2020,58282,Petrol,Automatic,used,Alexandria,1708517.77
Chevrolet,Aveo,2016,146460,Petrol,Automatic,used,Monufia,318808.67
MG,ZS,2011,246666,Petrol,Manual,very_used,Ismailia,367357.01
Kia,Rio,2020,76060,Petrol,Automatic,new,Cairo,736930.5
Nissan,X-Trail,2022,69580,Petrol,Manual,used,Cairo,1902811.05
Hyundai,Elantra AD,2003,250887,Diesel,Manual,used,Cairo,251175.91
Chevrolet,Captiva,2017,169644,Petrol,Automatic,used,Cairo,843720.2
Chevrolet,Captiva,2015,159455,Petrol,Manual,very_used,Cairo,647881.23
Chevrolet,Optra,2017,150691,Petrol,Manual,used,Giza,362021.9
Hyundai,Elantra AD,2020,134515,Petrol,Automatic,used,Qalyubia,746674.27
Nissan,Qashqai,2019,86625,Diesel,Manual,used,Cairo,1232191.25
Kia,Cerato,2011,266136,Petrol,Automatic,very_used,Cairo,323191.73
Nissan,Qashqai,2017,90295,Petrol,Automatic,used,Cairo,1073086.97
Mercedes,C180,2003,300000,Petrol,Automatic,very_used,Monufia,714040.13
Toyota,Camry,2018,130700,Petrol,Automatic,used,Qalyubia,1581791.66
Kia,Cerato,2014,142917,Petrol,Automatic,very_used,Cairo,468270.67
Hyundai,Elantra AD,2010,283348,Petrol,Automatic,very_used,Cairo,274145.22
Chevrolet,Aveo,2013,236026,Petrol,Manual,very_used,Cairo,202340.26
Nissan,Qashqai,2014,162885,Petrol,Automatic,very_used,Assiut,682469.23
Kia,Cerato,2021,48962,Hybrid,Automatic,used,Giza,1063898.13
Hyundai,Elantra AD,2018,150790,Petrol,Automatic,very_used,Alexandria,532103.57
Kia,Cerato,2006,300000,Petrol,Manual,used,Ismailia,265187.16
Nissan,Qashqai,2015,73054,Petrol,Automatic,very_used,Dakahlia,847171.32
Kia,Cerato,2016,138811,Petrol,Manual,used,Assiut,625083.71
Chevrolet,Captiva,1999,271222,Petrol,Manual,very_used,Giza,230506.95
Hyundai,Elantra AD,2015,165712,Petrol,Automatic,very_used,Giza,460212.2
Skoda,Kodiaq,2022,52900,Petrol,Automatic,used,Alexandria,2240095.31
Honda,Civic,2016,148344,Petrol,Manual,used,Gharbia,888285.72
Hyundai,Accent RB,2005,300000,Petrol,Manual,very_used,Suez,139746.82
BMW,X1,2011,181614,Petrol,Automatic,used,Suez,1543418.1
Kia,Sportage,2018,100997,Petrol,Automatic,very_used,Ismailia,1125244.11
MG,RX5,2006,300000,Petrol,Automatic,used,Giza,414548.5
MG,MG 5,2023,30863,Petrol,Automatic,new,Cairo,975967.02
Hyundai,Elantra AD,2011,240965,Petrol,Automatic,very_used,Suez,330802.05
Chevrolet,Captiva,2014,207895,Petrol,Automatic,very_used,Alexandria,550831.54
Toyota,Camry,2011,246798,Petrol,Automatic,used,Cairo,920735.33
Hyundai,Accent RB,2006,209661,Petrol,Automatic,used,Cairo,235454.18
MG,ZS,2013,171520,Petrol,Automatic,very_used,Cairo,485924.01
Nissan,Sunny,2022,69068,Petrol,Manual,very_used,Alexandria,493532.1
Hyundai,Tucson,2011,173746,Petrol,Automatic,used,Gharbia,712461.46
